Start Time,End Time,Transportation Mode
2008/05/20 09:39:00,2008/05/20 09:56:00,bus
2008/05/20 12:15:00,2008/05/20 12:25:00,bus
2008/05/20 12:25:00,2008/05/20 14:15:00,walk
2008/05/20 14:15:00,2008/05/20 14:23:00,taxi
2008/05/21 03:24:00,2008/05/21 03:35:00,bus
2008/05/21 03:35:00,2008/05/21 07:25:00,walk
2008/05/21 07:26:00,2008/05/21 07:35:00,bus
2008/05/21 10:10:00,2008/05/21 10:36:00,bus
2008/05/21 10:36:00,2008/05/21 11:25:00,subway
2008/05/21 11:25:00,2008/05/21 12:35:00,walk
2008/05/21 12:35:00,2008/05/21 12:38:00,bus
2008/05/21 12:38:00,2008/05/21 13:50:00,walk
2008/05/21 13:50:00,2008/05/21 14:35:00,bus
2008/05/22 09:00:00,2008/05/22 09:10:50,bus
2008/05/22 09:10:50,2008/05/22 10:00:00,walk
2008/05/22 10:00:00,2008/05/22 10:39:40,bus
2008/05/23 04:45:00,2008/05/23 05:10:16,bus
2008/05/23 05:10:16,2008/05/23 06:44:34,walk
2008/05/23 06:44:34,2008/05/23 06:56:20,bus
2008/05/25 05:31:29,2008/05/25 05:41:05,bus
2008/05/25 05:41:05,2008/05/25 09:02:57,walk
2008/05/25 09:02:57,2008/05/25 09:34:57,bus
2008/05/25 09:34:57,2008/05/25 10:51:49,walk
2008/05/25 10:51:49,2008/05/25 11:28:39,bus
2008/05/25 11:28:39,2008/05/25 12:58:31,walk
2008/05/25 12:58:31,2008/05/25 13:08:51,bus
2008/05/25 16:44:57,2008/05/25 17:01:59,taxi
2008/05/26 12:40:07,2008/05/26 12:51:37,bus
2008/05/27 07:44:52,2008/05/27 08:57:23,bus
2008/05/27 08:57:23,2008/05/27 10:15:27,walk
2008/05/27 10:15:27,2008/05/27 11:35:07,bus
2008/05/28 09:23:35,2008/05/28 09:50:06,bus
2008/05/28 09:50:06,2008/05/28 11:34:20,walk
2008/05/28 11:34:20,2008/05/28 11:45:22,bus
2008/05/28 11:45:22,2008/05/28 12:10:00,walk
2008/05/29 06:43:53,2008/05/29 06:51:15,bus
2008/05/29 06:51:15,2008/05/29 07:30:00,walk
2008/05/29 07:30:00,2008/05/29 08:00:00,bus
2008/05/30 10:08:05,2008/05/30 11:32:19,bus
2008/05/31 03:42:26,2008/05/31 03:58:48,bus
2008/05/31 03:58:48,2008/05/31 07:07:00,walk
2008/05/31 07:07:00,2008/05/31 07:35:16,bus
2008/05/31 09:29:00,2008/05/31 10:04:04,taxi
2008/05/31 10:04:04,2008/05/31 10:38:00,walk
2008/05/31 10:38:00,2008/05/31 11:01:16,bus
2008/05/31 11:01:16,2008/05/31 12:58:26,walk
2008/05/31 12:58:26,2008/05/31 13:19:12,bus
2008/06/01 09:47:24,2008/06/01 10:30:10,bus
2008/06/01 13:32:08,2008/06/01 14:07:46,bus
2008/06/02 03:46:06,2008/06/02 04:06:44,bus
2008/06/02 04:06:44,2008/06/02 06:18:18,walk
2008/06/02 06:18:18,2008/06/02 06:45:52,bus
2008/06/03 00:22:35,2008/06/03 01:30:43,bus
2008/06/03 03:51:58,2008/06/03 05:05:38,bus
2008/06/03 09:25:27,2008/06/03 10:35:23,bus
2008/06/03 13:03:43,2008/06/03 13:46:25,subway
2008/06/03 13:46:25,2008/06/03 14:19:15,bus
2008/06/04 08:45:01,2008/06/04 09:46:07,bus
2008/06/04 12:15:59,2008/06/04 13:53:37,bus
2008/06/05 08:40:23,2008/06/05 09:48:49,bus
2008/06/06 03:50:50,2008/06/06 04:28:16,bus
2008/06/06 08:49:38,2008/06/06 09:15:50,bus
2008/06/06 09:15:50,2008/06/06 13:15:32,walk
2008/06/06 13:15:32,2008/06/06 13:28:28,bus
2008/06/07 09:33:13,2008/06/07 09:55:09,bus
2008/06/07 11:04:43,2008/06/07 11:09:07,bus
2008/06/07 11:49:53,2008/06/07 12:15:55,walk
2008/06/07 12:43:35,2008/06/07 13:13:53,bus
2008/06/09 03:48:05,2008/06/09 04:00:00,bus
2008/06/09 07:46:31,2008/06/09 07:53:21,bus
2008/06/09 09:20:59,2008/06/09 10:08:49,walk
2008/06/09 10:08:49,2008/06/09 10:36:59,bus
2008/06/09 10:36:59,2008/06/09 12:27:45,walk
2008/06/09 12:27:45,2008/06/09 12:42:15,bus
2008/06/10 11:13:00,2008/06/10 11:30:00,bus
2008/06/10 11:30:00,2008/06/10 13:30:11,walk
2008/06/10 13:30:11,2008/06/10 13:46:22,bus
2008/06/12 04:14:00,2008/06/12 05:13:00,bus
2008/06/12 08:52:37,2008/06/12 09:11:02,bus
2008/06/12 22:20:00,2008/06/12 23:38:51,bus
2008/06/13 01:53:06,2008/06/13 03:19:00,bus
2008/06/13 05:14:00,2008/06/13 06:17:11,bus
2008/06/14 08:59:05,2008/06/14 09:43:25,bus
2008/06/14 13:02:57,2008/06/14 13:33:32,bus
2008/06/15 06:50:00,2008/06/15 07:10:00,bus
2008/06/15 07:10:00,2008/06/15 14:28:00,walk
2008/06/15 14:28:00,2008/06/15 14:35:00,taxi
2008/06/16 05:07:30,2008/06/16 05:19:10,bus
2008/06/16 05:19:10,2008/06/16 06:59:08,walk
2008/06/16 06:59:08,2008/06/16 07:24:13,bus
2008/06/17 04:27:23,2008/06/17 05:16:53,bus
2008/06/17 07:23:08,2008/06/17 08:09:28,bus
2008/06/20 01:31:37,2008/06/20 01:46:02,bus
2008/06/20 01:46:02,2008/06/20 02:10:22,subway
2008/06/20 02:10:22,2008/06/20 04:16:07,walk
2008/06/20 04:16:07,2008/06/20 04:36:47,subway
2008/06/20 04:36:47,2008/06/20 04:48:22,bus
2008/06/20 10:06:36,2008/06/20 10:39:26,bus
2008/06/20 10:39:26,2008/06/20 11:12:41,walk
2008/06/20 11:12:41,2008/06/20 12:01:06,taxi
2008/06/21 01:38:06,2008/06/21 01:52:06,bus
2008/06/21 10:15:07,2008/06/21 10:50:02,walk
2008/06/21 12:45:03,2008/06/21 13:02:43,walk
2008/06/21 16:08:03,2008/06/21 16:17:33,taxi
2008/06/25 05:26:37,2008/06/25 05:38:47,bus
2008/06/25 05:38:47,2008/06/25 06:38:22,walk
2008/06/25 06:38:22,2008/06/25 06:48:12,bus
2008/06/25 06:48:12,2008/06/25 07:25:37,walk
2008/06/25 12:48:23,2008/06/25 13:04:23,taxi
2008/06/26 20:43:00,2008/06/26 20:51:00,taxi
2008/06/26 20:51:00,2008/06/26 21:30:00,walk
2008/06/26 21:30:00,2008/06/26 22:23:31,bus
2008/06/26 22:23:31,2008/06/26 23:40:00,walk
2008/06/26 23:40:00,2008/06/27 01:58:26,airplane
2008/06/27 01:58:26,2008/06/27 03:08:36,bus
2008/06/27 03:08:36,2008/06/27 03:36:41,taxi
2008/06/27 03:36:41,2008/06/27 05:00:46,walk
2008/06/28 23:26:55,2008/06/28 23:59:45,walk
2008/06/28 23:59:45,2008/06/29 00:54:40,bus
2008/06/29 02:22:49,2008/06/29 04:23:17,airplane
2008/06/29 04:23:17,2008/06/29 05:48:52,bus
2008/06/29 05:48:52,2008/06/29 06:16:12,walk
2008/06/29 06:16:12,2008/06/29 06:42:17,bus
2008/06/29 06:42:17,2008/06/29 08:37:57,walk
2008/06/29 08:37:57,2008/06/29 09:02:57,bus
2008/06/29 09:02:57,2008/06/29 09:10:17,walk
2008/06/29 09:10:17,2008/06/29 09:25:42,bus
2008/07/01 09:11:44,2008/07/01 10:50:09,bus
2008/07/02 09:49:00,2008/07/02 10:00:23,bus
2008/07/02 10:00:23,2008/07/02 12:37:13,walk
2008/07/02 12:37:13,2008/07/02 12:45:48,bus
2008/07/02 17:59:24,2008/07/02 18:11:54,taxi
2008/07/03 06:39:02,2008/07/03 06:49:07,bus
2008/07/03 06:49:07,2008/07/03 11:45:57,walk
2008/07/03 11:45:57,2008/07/03 11:56:02,bus
2008/07/03 15:02:07,2008/07/03 15:13:47,taxi
2008/07/06 09:02:06,2008/07/06 09:16:21,bus
2008/07/06 09:16:51,2008/07/06 09:35:31,subway
2008/07/06 09:35:31,2008/07/06 11:03:56,walk
2008/07/06 11:03:56,2008/07/06 11:19:41,subway
2008/07/06 11:19:41,2008/07/06 11:35:51,bus
2008/07/07 06:40:53,2008/07/07 06:49:38,bus
2008/07/08 12:53:25,2008/07/08 13:22:35,bus
2008/07/09 02:05:11,2008/07/09 02:37:01,bus
2008/07/09 02:37:01,2008/07/09 03:55:56,walk
2008/07/09 03:55:56,2008/07/09 04:27:06,bus
2008/07/09 04:27:06,2008/07/09 04:45:31,walk
2008/07/09 09:59:02,2008/07/09 10:08:07,bus
2008/07/09 10:08:07,2008/07/09 13:09:37,walk
2008/07/09 13:09:37,2008/07/09 13:16:52,taxi
2008/07/09 14:32:47,2008/07/09 14:44:32,taxi
2008/07/09 15:44:07,2008/07/09 15:50:37,taxi
2008/07/09 18:54:47,2008/07/09 19:00:47,taxi
2008/07/09 21:22:05,2008/07/09 21:28:35,taxi
2008/07/09 21:28:35,2008/07/09 21:54:35,subway
2008/07/09 21:54:35,2008/07/09 22:05:40,bus
2008/07/09 22:05:40,2008/07/09 23:16:35,walk
2008/07/09 23:16:35,2008/07/09 23:21:55,bus
2008/07/09 23:21:55,2008/07/09 23:50:35,subway
2008/07/09 23:55:30,2008/07/10 00:14:25,bus
2008/07/10 09:11:08,2008/07/10 09:39:13,bus
2008/07/10 09:39:13,2008/07/10 13:39:33,walk
2008/07/10 13:39:33,2008/07/10 13:51:58,bus
2008/07/11 01:58:36,2008/07/11 02:10:06,bus
2008/07/11 02:10:06,2008/07/11 02:36:01,subway
2008/07/11 02:36:01,2008/07/11 04:15:51,walk
2008/07/11 04:15:51,2008/07/11 04:39:31,subway
2008/07/11 04:39:31,2008/07/11 05:14:01,taxi
2008/07/11 05:14:01,2008/07/11 06:35:06,walk
2008/07/11 06:35:06,2008/07/11 07:05:21,bus
2008/07/11 07:05:21,2008/07/11 09:39:01,walk
2008/07/11 09:39:01,2008/07/11 10:29:11,bus
2008/07/11 10:29:11,2008/07/11 10:42:16,walk
2008/07/11 10:42:16,2008/07/11 10:55:31,bus
2008/07/11 10:55:31,2008/07/11 13:23:31,walk
2008/07/11 13:23:31,2008/07/11 13:37:31,bus
2008/07/15 10:47:08,2008/07/15 11:52:29,taxi
2008/07/16 08:32:31,2008/07/16 09:53:31,bus
2008/07/17 01:18:59,2008/07/17 01:59:34,bus
2008/07/17 01:59:34,2008/07/17 03:22:14,subway
2008/07/17 03:22:14,2008/07/17 07:34:56,walk
2008/07/17 07:34:56,2008/07/17 08:35:31,subway
2008/07/17 08:35:31,2008/07/17 08:58:16,bus
2008/07/17 09:34:56,2008/07/17 10:03:56,bus
2008/07/17 10:03:56,2008/07/17 12:11:06,walk
2008/07/17 12:11:06,2008/07/17 12:24:36,taxi
2008/07/18 04:52:00,2008/07/18 05:20:50,bus
2008/07/18 05:20:50,2008/07/18 06:25:00,walk
2008/07/18 06:00:25,2008/07/18 06:30:05,bus
2008/07/19 04:45:36,2008/07/19 05:29:41,bus
2008/07/19 05:29:41,2008/07/19 05:34:51,walk
2008/07/19 05:34:51,2008/07/19 05:52:41,bus
2008/07/19 05:52:41,2008/07/19 09:31:21,walk
2008/07/19 09:31:21,2008/07/19 09:38:46,bus
2008/07/19 16:25:01,2008/07/19 16:35:41,taxi
2008/07/20 04:49:08,2008/07/20 05:54:33,bus
2008/07/20 05:54:33,2008/07/20 07:40:38,walk
2008/07/20 07:40:38,2008/07/20 09:03:58,bus
2008/07/20 09:03:58,2008/07/20 09:36:28,subway
2008/07/20 09:36:28,2008/07/20 09:42:13,bus
2008/07/20 09:42:13,2008/07/20 10:06:53,walk
2008/07/20 10:06:53,2008/07/20 11:05:38,bus
2008/07/21 04:15:46,2008/07/21 04:56:51,bus
2008/07/21 04:56:51,2008/07/21 05:42:06,walk
2008/07/21 07:16:36,2008/07/21 07:49:41,subway
2008/07/21 07:49:41,2008/07/21 09:39:41,taxi
2008/07/21 09:39:41,2008/07/21 12:32:16,walk
2008/07/21 12:32:16,2008/07/21 12:48:06,taxi
2008/07/22 04:15:59,2008/07/22 04:53:49,bus
2008/07/22 04:53:49,2008/07/22 07:39:39,walk
2008/07/22 07:39:39,2008/07/22 07:58:59,bus
2008/07/22 07:58:59,2008/07/22 08:10:19,walk
2008/07/22 08:56:04,2008/07/22 09:19:29,bike
2008/07/22 09:19:29,2008/07/22 09:48:04,bike
2008/07/23 08:29:32,2008/07/23 10:24:12,bus
2008/07/23 10:24:12,2008/07/23 12:02:52,walk
2008/07/23 12:02:52,2008/07/23 12:26:37,bus
2008/07/23 12:26:37,2008/07/23 12:41:17,walk
2008/07/24 01:35:35,2008/07/24 02:17:20,bus
2008/07/24 02:17:20,2008/07/24 05:01:45,walk
2008/07/24 05:01:45,2008/07/24 05:09:15,taxi
2008/07/24 05:09:15,2008/07/24 06:28:55,walk
2008/07/24 06:28:55,2008/07/24 06:42:10,bus
2008/07/24 06:42:10,2008/07/24 06:55:52,walk
2008/07/25 00:28:26,2008/07/25 01:29:31,bus
2008/07/25 01:29:31,2008/07/25 07:12:24,walk
2008/07/25 07:12:24,2008/07/25 07:27:54,taxi
2008/07/25 07:27:54,2008/07/25 08:04:44,subway
2008/07/25 08:04:44,2008/07/25 08:20:34,bus
2008/07/25 08:20:34,2008/07/25 08:32:54,walk
2008/07/25 17:21:16,2008/07/25 17:42:26,taxi
2008/07/26 08:39:36,2008/07/26 09:15:06,bus
2008/07/26 09:15:06,2008/07/26 12:29:06,walk
2008/07/26 12:29:06,2008/07/26 12:34:06,bus
2008/07/27 03:35:56,2008/07/27 04:06:06,bus
2008/07/27 04:06:06,2008/07/27 09:23:02,walk
2008/07/27 09:23:02,2008/07/27 09:49:42,bus
2008/07/27 11:26:09,2008/07/27 12:01:19,bus
2008/07/27 16:50:49,2008/07/27 17:17:54,bus
2008/07/29 10:49:26,2008/07/29 11:18:21,bus
2008/07/29 11:18:21,2008/07/29 12:52:01,walk
2008/07/29 12:52:01,2008/07/29 13:18:11,bus
2008/07/29 13:18:11,2008/07/29 13:29:16,walk
2008/07/30 09:23:19,2008/07/30 09:52:29,bus
2008/07/30 09:52:29,2008/07/30 12:02:19,walk
2008/07/30 12:02:19,2008/07/30 12:09:29,bus
2008/07/30 12:09:29,2008/07/30 13:27:04,walk
2008/07/30 13:27:04,2008/07/30 13:55:39,bus
2008/07/30 13:55:39,2008/07/30 14:01:59,walk
2008/07/31 00:15:22,2008/07/31 02:24:32,airplane
2008/07/31 02:24:32,2008/07/31 03:53:07,bus
2008/07/31 03:53:07,2008/07/31 07:35:12,walk
2008/07/31 07:35:12,2008/07/31 08:21:57,bus
2008/08/12 08:48:12,2008/08/12 08:56:47,bus
2008/08/12 08:56:47,2008/08/12 09:29:12,walk
2008/08/12 09:29:12,2008/08/12 10:40:37,bus
2008/08/12 10:40:37,2008/08/12 11:46:57,walk
2008/08/12 11:46:57,2008/08/12 12:15:52,bus
2008/08/15 07:00:34,2008/08/15 07:40:15,bus
2008/08/15 07:40:15,2008/08/15 08:35:55,walk
2008/08/15 08:35:55,2008/08/15 09:25:20,bus
2008/08/16 08:19:59,2008/08/16 08:39:59,bus
2008/08/16 08:39:59,2008/08/16 13:52:04,walk
2008/08/16 16:00:49,2008/08/16 16:48:24,walk
2008/08/18 08:47:30,2008/08/18 09:19:40,bus
2008/08/18 09:19:40,2008/08/18 14:54:42,walk
2008/08/18 14:54:42,2008/08/18 15:12:52,bus
2008/08/18 15:12:52,2008/08/18 15:23:27,walk
2008/08/20 10:57:25,2008/08/20 11:08:40,bus
2008/08/20 11:08:40,2008/08/20 11:22:00,subway
2008/08/20 11:22:00,2008/08/20 12:01:40,walk
2008/08/20 12:01:40,2008/08/20 12:18:15,subway
2008/08/20 12:18:15,2008/08/20 13:09:35,bus
2008/08/22 09:11:06,2008/08/22 09:49:31,bus
2008/08/22 09:49:31,2008/08/22 12:09:26,walk
2008/08/22 12:09:26,2008/08/22 12:43:16,bus
2008/08/25 14:09:53,2008/08/25 14:12:53,bus
2008/08/25 14:12:53,2008/08/25 15:44:23,walk
2008/08/26 02:33:08,2008/08/26 02:55:33,bus
2008/08/28 05:11:01,2008/08/28 05:20:51,bus
2008/08/28 05:20:51,2008/08/28 06:50:41,walk
2008/08/28 06:50:41,2008/08/28 07:20:21,bus
2008/08/28 07:20:21,2008/08/28 08:48:41,walk
2008/08/28 08:48:41,2008/08/28 09:17:46,bus
2008/08/28 09:17:46,2008/08/28 10:08:06,walk
2008/08/28 10:08:06,2008/08/28 10:42:01,bus
2008/08/29 06:33:52,2008/08/29 06:55:07,bus
2008/08/29 06:55:07,2008/08/29 08:00:32,walk
2008/08/29 08:00:32,2008/08/29 08:16:02,bus
2008/08/29 09:37:37,2008/08/29 10:23:27,bike
2008/08/29 10:23:27,2008/08/29 13:31:17,walk
2008/08/29 13:31:17,2008/08/29 14:31:22,bike
2008/09/01 05:06:58,2008/09/01 05:20:18,bus
2008/09/01 05:20:18,2008/09/01 05:44:18,subway
2008/09/01 05:44:18,2008/09/01 08:22:18,walk
2008/09/01 08:22:18,2008/09/01 09:00:23,subway
2008/09/01 09:00:23,2008/09/01 09:55:53,walk
2008/09/01 09:55:53,2008/09/01 10:19:43,bus
2008/09/02 05:07:17,2008/09/02 05:52:17,bus
2008/09/02 05:52:17,2008/09/02 07:23:42,walk
2008/09/02 07:23:42,2008/09/02 07:48:47,subway
2008/09/02 07:50:57,2008/09/02 08:05:07,bus
2008/09/06 02:57:08,2008/09/06 03:18:43,bus
2008/09/06 03:18:43,2008/09/06 08:31:39,walk
2008/09/06 08:31:39,2008/09/06 08:56:24,bus
2008/09/06 08:56:24,2008/09/06 09:25:44,walk
2008/09/07 09:36:02,2008/09/07 09:59:42,bus
2008/09/07 09:59:42,2008/09/07 12:51:47,walk
2008/09/07 12:51:47,2008/09/07 13:16:52,bus
2008/09/08 04:17:01,2008/09/08 04:35:01,bike
2008/09/08 04:35:01,2008/09/08 04:46:01,walk
2008/09/08 04:46:01,2008/09/08 04:54:11,bus
2008/09/08 04:54:11,2008/09/08 05:29:41,walk
2008/09/08 05:29:41,2008/09/08 05:39:36,bus
2008/09/08 05:39:36,2008/09/08 06:15:46,walk
2008/09/08 06:15:46,2008/09/08 06:48:06,subway
2008/09/08 06:48:06,2008/09/08 11:34:22,walk
2008/09/10 04:35:37,2008/09/10 05:07:57,bus
2008/09/10 05:36:07,2008/09/10 06:27:17,bus
2008/09/10 06:27:17,2008/09/10 07:52:47,walk
2008/09/10 07:52:47,2008/09/10 08:18:43,bus
2008/09/10 09:47:42,2008/09/10 10:16:16,bus
2008/09/10 10:16:16,2008/09/10 13:25:43,walk
2008/09/10 13:25:43,2008/09/10 14:58:15,bus
2008/09/12 05:39:46,2008/09/12 05:55:31,bus
2008/09/12 05:55:31,2008/09/12 06:25:31,walk
2008/09/12 06:25:31,2008/09/12 06:45:36,bus
2008/09/12 07:14:46,2008/09/12 07:55:36,bus
2008/09/12 07:55:36,2008/09/12 08:44:59,walk
2008/09/12 08:44:59,2008/09/12 09:13:19,bus
2008/09/12 09:13:19,2008/09/12 09:21:49,walk
2008/09/12 12:41:24,2008/09/12 13:05:59,bus
2008/09/12 23:59:06,2008/09/13 00:05:22,bus
2008/09/13 00:05:22,2008/09/13 00:50:40,subway
2008/09/13 00:51:30,2008/09/13 01:27:30,subway
2008/09/13 01:27:30,2008/09/13 01:34:55,taxi
2008/09/13 22:37:35,2008/09/13 22:49:30,bus
2008/09/13 22:49:30,2008/09/13 23:17:15,subway
2008/09/13 23:17:15,2008/09/13 23:35:00,walk
2008/09/13 23:35:00,2008/09/13 23:42:55,subway
2008/09/13 23:42:55,2008/09/14 00:31:20,walk
2008/09/14 00:31:20,2008/09/14 01:38:50,bus
2008/09/14 01:38:50,2008/09/14 02:58:55,walk
2008/09/14 02:58:55,2008/09/14 03:02:05,bus
2008/09/14 04:19:47,2008/09/14 04:58:52,bus
2008/09/14 07:30:34,2008/09/14 10:28:54,bus
2008/09/14 10:28:54,2008/09/14 10:43:39,walk
2008/09/15 09:10:35,2008/09/15 09:30:20,bus
2008/09/15 09:30:20,2008/09/15 10:05:30,subway
2008/09/15 10:05:30,2008/09/15 10:56:05,walk
2008/09/15 10:56:05,2008/09/15 11:43:35,subway
2008/09/15 11:43:35,2008/09/15 12:43:45,walk
2008/09/15 12:43:45,2008/09/15 12:49:30,bus
2008/09/15 12:49:30,2008/09/15 14:00:50,walk
2008/09/15 14:00:50,2008/09/15 14:13:00,bus
2008/09/16 07:44:32,2008/09/16 08:04:12,bus
2008/09/16 08:04:12,2008/09/16 08:39:47,walk
2008/09/16 08:39:47,2008/09/16 09:01:22,bus
2008/09/16 09:01:22,2008/09/16 10:19:42,walk
2008/09/16 12:18:57,2008/09/16 12:46:22,bus
2008/09/17 09:22:08,2008/09/17 10:01:18,bus
2008/09/17 12:48:39,2008/09/17 13:06:39,bus
2008/09/18 06:34:54,2008/09/18 07:36:20,bus
2008/09/18 07:36:20,2008/09/18 07:55:35,walk
2008/09/18 07:55:35,2008/09/18 08:48:20,bus
2008/09/18 08:48:20,2008/09/18 10:30:05,walk
2008/09/18 10:30:05,2008/09/18 10:36:55,bus
2008/09/18 10:36:55,2008/09/18 13:10:59,walk
2008/09/18 13:10:59,2008/09/18 13:17:59,bus
2008/09/18 13:17:59,2008/09/18 13:47:24,walk
2008/09/18 13:47:24,2008/09/18 14:21:14,bus
2008/09/19 07:26:09,2008/09/19 08:00:44,bus
2008/09/19 16:59:25,2008/09/19 17:04:50,taxi
2008/09/20 03:12:05,2008/09/20 03:17:35,bus
2008/09/20 09:06:16,2008/09/20 09:14:06,bus
2008/09/20 09:14:06,2008/09/20 10:19:56,walk
2008/09/20 10:19:56,2008/09/20 10:38:01,bus
2008/09/22 03:44:23,2008/09/22 03:50:08,bus
2008/09/22 03:50:08,2008/09/22 05:15:07,walk
2008/09/22 05:15:07,2008/09/22 06:07:02,bus
2008/09/22 06:07:02,2008/09/22 07:12:57,walk
2008/09/22 07:12:57,2008/09/22 08:07:57,bus
2008/09/22 08:07:57,2008/09/22 08:17:03,walk
2008/09/23 02:40:37,2008/09/23 02:54:17,bus
2008/09/23 02:54:17,2008/09/23 03:18:42,subway
2008/09/23 06:45:34,2008/09/23 07:07:52,bus
2008/09/23 08:12:42,2008/09/23 08:43:07,bus
2008/09/23 13:11:32,2008/09/23 13:28:57,taxi
2008/09/25 02:31:56,2008/09/25 04:15:36,bus
2008/09/25 07:52:51,2008/09/25 10:17:21,bus
2008/09/26 06:46:58,2008/09/26 07:14:48,bus
2008/09/26 14:23:37,2008/09/26 14:59:17,bus
2008/09/28 06:04:25,2008/09/28 07:29:01,bike
2008/09/28 12:28:47,2008/09/28 12:56:02,bike
2008/09/29 05:14:03,2008/09/29 05:35:58,bus
2008/09/29 09:21:44,2008/09/29 10:05:39,bus
2008/10/01 22:48:37,2008/10/02 06:26:27,bus
2008/10/02 06:26:27,2008/10/02 10:51:57,walk
2008/10/02 10:51:57,2008/10/02 12:45:07,subway
2008/10/02 12:50:22,2008/10/02 13:34:47,subway
2008/10/02 13:34:47,2008/10/02 14:34:02,walk
2008/10/02 14:34:02,2008/10/02 14:46:52,taxi
2008/10/03 04:24:35,2008/10/03 04:47:25,bus
2008/10/03 04:47:25,2008/10/03 06:58:15,walk
2008/10/03 06:58:15,2008/10/03 07:26:55,bus
2008/10/05 09:49:23,2008/10/05 10:13:20,bus
2008/10/05 10:13:20,2008/10/05 13:50:12,walk
2008/10/05 13:50:12,2008/10/05 14:21:42,bus
2008/10/06 03:24:37,2008/10/06 03:43:22,bus
2008/10/06 13:56:32,2008/10/06 14:10:42,bus
2008/10/06 23:59:10,2008/10/07 00:10:45,bus
2008/10/07 00:10:45,2008/10/07 00:20:10,walk
2008/10/07 00:20:10,2008/10/07 00:44:20,subway
2008/10/07 02:02:18,2008/10/07 02:15:43,bus
2008/10/07 02:15:43,2008/10/07 02:30:48,walk
2008/10/07 02:30:48,2008/10/07 02:41:18,bus
2008/10/07 11:19:38,2008/10/07 11:50:43,bus
2008/10/08 03:51:38,2008/10/08 04:14:38,bus
2008/10/08 04:14:38,2008/10/08 06:38:29,walk
2008/10/08 06:38:29,2008/10/08 07:14:07,bus
2008/10/10 01:17:27,2008/10/10 01:30:57,bus
2008/10/10 01:30:57,2008/10/10 01:55:07,subway
2008/10/10 04:53:31,2008/10/10 05:01:06,bus
2008/10/10 12:07:07,2008/10/10 13:06:37,walk
2008/10/10 13:06:37,2008/10/10 13:21:37,taxi
